match_id,batter,runs_batter,balls_faced
548357,YK Pathan,7,11
548358,AD Mathews,11,12
548358,AL Menaria,18,21
548358,AM Rahane,0,3
548358,AP Majumdar,30,20
548358,M Manhas,11,9
548358,MJ Clarke,16,18
548358,OA Shah,4,7
548358,R Dravid,14,16
548358,RV Uthappa,13,19
548358,SC Ganguly,14,18
548358,SPD Smith,18,22
548358,SR Watson,90,51
548358,WD Parnell,2,2
548359,A Ashish Reddy,8,8
548359,A Mishra,8,5
548359,AA Jhunjhunwala,19,20
548359,Azhar Mahmood,14,9
548359,CL White,8,14
548359,DA Miller,28,18
548359,DJ Harris,30,29
548359,DJ Hussey,16,16
548359,J Theron,7,6
548359,KC Sangakkara,4,6
548359,Mandeep Singh,75,48
548359,N Saini,2,4
548359,PA Patel,17,13
548359,PA Reddy,24,13
548359,S Dhawan,8,6
548359,SD Chitnis,6,5
548359,SE Marsh,22,20
548360,AT Rayudu,22,17
548360,CH Gayle,82,59
548360,DR Smith,2,3
548360,Harbhajan Singh,20,12
548360,JEC Franklin,1,6
548360,KA Pollard,21,13
548360,KD Karthik,44,39
548360,RG Sharma,0,3
548360,SR Tendulkar,24,27
548360,TM Dilshan,19,25
548360,V Kohli,36,25
548361,AL Menaria,6,5
548361,AM Rahane,17,22
548361,BJ Hodge,33,28
548361,DH Yagnik,10,7
548361,DJ Bravo,10,15
548361,J Botha,12,20
548361,JA Morkel,18,6
548361,M Vijay,0,5
548361,MEK Hussey,19,32
548361,MS Dhoni,10,16
548361,R Dravid,4,9
548361,RA Jadeja,16,13
548361,S Anirudha,18,6
548361,SK Raina,23,17
548361,SR Watson,5,11
548361,STR Binny,27,18
548362,AB de Villiers,9,4
548362,AC Thomas,7,6
548362,AD Mathews,4,10
548362,AP Majumdar,31,26
548362,B Kumar,2,4
548362,CH Gayle,57,31
548362,K Upadhyay,11,8
548362,MD Mishra,4,4
548362,MJ Clarke,13,10
548362,MK Pandey,0,2
548362,R Sharma,0,2
548362,RV Uthappa,38,23
548362,SPD Smith,24,25
548362,SS Tiwary,36,30
548362,TM Dilshan,53,44
548362,V Kohli,9,12
548363,DB Das,4,1
548363,G Gambhir,0,2
548363,HH Gibbs,66,58
548363,JH Kallis,79,60
548363,MK Tiwary,27,25
548363,MS Bisla,1,2
548363,RG Sharma,109,60
548363,SR Tendulkar,2,2
548363,YK Pathan,40,31
548364,DA Warner,8,9
548364,DPMD Jayawardene,8,10
548364,IK Pathan,13,17
548364,M Vijay,48,40
548364,MEK Hussey,38,32
548364,NV Ojha,3,11
548364,SK Raina,28,20
548364,V Sehwag,4,2
548364,Y Nagar,44,47
548364,Y Venugopal Rao,27,24
548365,A Nehra,9,8
548365,AD Mathews,23,19
548365,AM Rahane,61,47
548365,AP Majumdar,9,8
548365,B Kumar,3,5
548365,BJ Hodge,14,14
548365,CJ Ferguson,23,26
548365,J Botha,7,3
548365,JD Ryder,1,2
548365,M Kartik,8,9
548365,R Dravid,21,20
548365,R Sharma,0,3
548365,RV Uthappa,6,6
548365,SC Ganguly,2,4
548365,SPD Smith,37,31
548365,SR Watson,58,31
548365,STR Binny,6,5
548366,Azhar Mahmood,31,20
548366,CL White,67,41
548366,DJ Hussey,65,35
548366,DT Christian,24,10
548366,Gurkeerat Singh,29,12
548366,KC Sangakkara,1,4
548366,Mandeep Singh,28,20
548366,N Saini,3,10
548366,PA Patel,18,16
548366,PP Chawla,8,3
548366,S Dhawan,71,50
548366,SD Chitnis,11,13
548366,SE Marsh,11,7
548367,AB de Villiers,14,13
548367,AT Rayudu,81,54
548367,CH Gayle,6,8
548367,DR Smith,6,5
548367,HH Gibbs,2,6
548367,KA Pollard,52,31
548367,KD Karthik,16,14
548367,MA Agarwal,64,30
548367,R Vinay Kumar,1,2
548367,RG Sharma,5,7
548367,SR Tendulkar,0,1
548367,SS Tiwary,21,16
548367,TM Dilshan,47,50
548367,V Kohli,3,1
548367,Z Khan,1,3
548368,BB McCullum,37,29
548368,DB Das,19,10
548368,DJ Bravo,11,7
548368,F du Plessis,13,16
548368,G Gambhir,62,43
548368,JH Kallis,4,9
548368,LR Shukla,9,6
548368,M Vijay,36,25
548368,MEK Hussey,56,39
548368,MK Tiwary,12,14
548368,MS Dhoni,28,21
548368,R Bhatia,1,1
548368,RA Jadeja,3,2
548368,SK Raina,8,10
548368,YK Pathan,11,8
548369,Azhar Mahmood,9,7
548369,DA Miller,4,7
548369,DA Warner,14,8
548369,DJ Hussey,40,35
548369,DPMD Jayawardene,56,49
548369,Gurkeerat Singh,8,5
548369,IK Pathan,19,10
548369,LRPL Taylor,0,2
548369,Mandeep Singh,21,12
548369,N Saini,15,15
548369,NV Ojha,34,29
548369,P Awana,4,5
548369,P Kumar,8,5
548369,PP Chawla,10,14
548369,SE Marsh,13,15
548369,V Sehwag,8,9
548369,Y Venugopal Rao,7,7
548370,AT Rayudu,11,8
548370,BB McCullum,1,5
548370,DB Das,2,3
548370,DR Smith,0,1
548370,G Gambhir,27,23
548370,HH Gibbs,13,24
548370,Harbhajan Singh,1,2
548370,JH Kallis,0,1
548370,KA Pollard,8,5
548370,KD Karthik,21,26
548370,MK Tiwary,41,43
548370,R Bhatia,12,7
548370,RG Sharma,12,14
548370,RP Singh,3,5
548370,SL Malinga,8,6
548370,SP Narine,9,6
548370,SR Tendulkar,27,24
548370,Shakib Al Hasan,13,12
548370,YK Pathan,21,21
548371,AC Gilchrist,64,46
548371,Azhar Mahmood,9,7
548371,DJ Bravo,48,43
548371,DJ Hussey,9,9
548371,JA Morkel,14,8
548371,M Vijay,10,14
548371,MEK Hussey,7,10
548371,MS Dhoni,6,16
548371,Mandeep Singh,24,21
548371,N Saini,1,4
548371,R Ashwin,0,1
548371,RA Jadeja,13,14
548371,S Anirudha,1,1
548371,SD Chitnis,11,12
548371,SK Raina,17,13
548372,AD Russell,31,15
548372,CH Gayle,128,62
548372,DA Warner,15,9
548372,DPMD Jayawardene,9,14
548372,IK Pathan,4,4
548372,LRPL Taylor,55,26
548372,NV Ojha,13,12
548372,P Negi,6,4
548372,TM Dilshan,10,7
548372,UBT Chand,18,10
548372,UT Yadav,0,2
548372,V Kohli,73,53
548372,Y Venugopal Rao,36,24
548373,A Ashish Reddy,10,4
548373,A Chandila,0,1
548373,AL Menaria,20,17
548373,AM Rahane,6,7
548373,CA Lynn,6,9
548373,CL White,1,4
548373,J Botha,3,4
548373,JP Duminy,24,31
548373,OA Shah,28,32
548373,PA Patel,10,5
548373,PA Reddy,42,35
548373,R Dravid,39,36
548373,S Dhawan,26,24
548373,SP Goswami,3,3
548373,SR Watson,13,13
548373,STR Binny,7,8
548374,AC Gilchrist,9,12
548374,Azhar Mahmood,36,38
548374,DA Warner,79,44
548374,DJ Hussey,3,6
548374,DPMD Jayawardene,8,10
548374,Gurkeerat Singh,26,11
548374,IK Pathan,5,7
548374,Mandeep Singh,0,1
548374,NV Ojha,5,6
548374,P Kumar,3,2
548374,PC Valthaty,2,10
548374,PP Chawla,1,2
548374,RJ Harris,15,6
548374,SD Chitnis,38,32
548374,UBT Chand,18,24
548374,Y Venugopal Rao,21,19
548375,AG Murtaza,3,5
548375,AP Majumdar,17,22
548375,B Kumar,3,6
548375,BB McCullum,41,43
548375,CJ Ferguson,12,18
548375,G Gambhir,10,12
548375,Harpreet Singh,6,6
548375,JD Ryder,22,24
548375,JH Kallis,13,18
548375,MJ Clarke,13,18
548375,MK Tiwary,8,9
548375,RV Uthappa,8,8
548375,SC Ganguly,5,8
548375,Shakib Al Hasan,42,30
548375,WD Parnell,3,5
548375,YK Pathan,15,10
548376,A Ashish Reddy,4,4
548376,AB de Villiers,4,11
548376,CH Gayle,27,10
548376,CL White,1,5
548376,HV Patel,5,5
548376,JP Duminy,74,53
548376,KC Sangakkara,15,22
548376,M Muralitharan,0,1
548376,MA Agarwal,1,2
548376,P Parameswaran,0,1
548376,PA Patel,16,21
548376,PA Reddy,7,11
548376,R Vinay Kumar,7,7
548376,S Dhawan,5,4
548376,SS Tiwary,30,27
548376,TM Dilshan,4,12
548376,V Kohli,42,40
548376,Z Khan,0,4
548377,AL Menaria,21,20
548377,AM Rahane,13,17
548377,DH Yagnik,6,3
548377,DR Smith,87,58
548377,OA Shah,28,24
548377,R Dravid,5,5
548377,SR Tendulkar,58,51
548377,SR Watson,45,36
548377,STR Binny,30,17
548378,BB McCullum,31,36
548378,DA Warner,7,6
548378,DPMD Jayawardene,40,33
548378,G Gambhir,32,16
548378,IK Pathan,6,3
548378,JH Kallis,30,33
548378,LR Shukla,24,11
548378,LRPL Taylor,11,8
548378,M Morkel,0,1
548378,NV Ojha,28,28
548378,P Negi,14,11
548378,Shakib Al Hasan,1,3
548378,UT Yadav,1,1
548378,V Sehwag,10,7
548378,Y Venugopal Rao,13,22
548378,YK Pathan,40,21
548379,AT Rayudu,11,7
548379,DJ Bravo,33,14
548379,DR Smith,38,22
548379,DS Kulkarni,10,5
548379,Harbhajan Singh,1,4
548379,JEC Franklin,13,13
548379,KA Pollard,16,19
548379,KD Karthik,6,4
548379,M Vijay,1,5
548379,MEK Hussey,49,39
548379,MS Dhoni,51,20
548379,RA Jadeja,1,2
548379,RG Sharma,14,19
548379,RP Singh,1,1
548379,S Badrinath,47,39
548379,SK Raina,0,1
548379,SL Malinga,17,16
548379,SR Tendulkar,11,11
548380,AD Russell,16,11
548380,DA Warner,3,7
548380,DJ Bravo,33,12
548380,DPMD Jayawardene,55,38
548380,JA Morkel,0,1
548380,LRPL Taylor,24,14
548380,M Vijay,113,58
548380,MEK Hussey,20,22
548380,MS Dhoni,23,10
548380,NV Ojha,7,5
548380,P Negi,8,6
548380,SK Raina,27,17
548380,Sunny Gupta,0,1
548380,UT Yadav,1,4
548380,V Sehwag,1,6
548380,VR Aaron,0,2
548380,Y Venugopal Rao,10,7
548381,G Gambhir,2,4
548381,JH Kallis,69,49
548381,LR Shukla,3,6
548381,M Vijay,42,32
548381,MEK Hussey,54,43
548381,MK Tiwary,9,3
548381,MS Bisla,89,48
548381,MS Dhoni,14,9
548381,SK Raina,73,38
548381,Shakib Al Hasan,11,7
548381,YK Pathan,1,2
597998,A Nehra,0,1
597998,AD Russell,4,8
597998,DA Warner,21,19
597998,DPMD Jayawardene,66,52
597998,EJG Morgan,14,15
597998,G Gambhir,41,29
597998,IK Pathan,4,7
597998,J Botha,7,6
597998,JH Kallis,23,20
597998,MC Juneja,8,9
597998,MK Tiwary,23,23
597998,MS Bisla,4,9
597998,NV Ojha,9,9
597998,S Nadeem,4,8
597998,UBT Chand,0,1
597998,YK Pathan,18,16
597999,AT Rayudu,18,18
597999,CH Gayle,92,58
597999,DT Christian,4,13
597999,Harbhajan Singh,1,1
597999,KA Pollard,5,2
597999,KB Arun Karthik,19,19
597999,KD Karthik,60,37
597999,KK Nair,0,3
597999,MA Agarwal,1,5
597999,RG Sharma,11,11
597999,RT Ponting,28,33
597999,SR Tendulkar,23,19
597999,TM Dilshan,0,8
597999,V Kohli,24,14
598000,A Ashish Reddy,7,4
598000,AB Dinda,0,2
598000,AD Mathews,8,6
598000,AM Nayar,19,14
598000,B Kumar,3,3
598000,CL White,10,18
598000,DB Ravi Teja,4,4
598000,GH Vihari,11,12
598000,KC Sangakkara,15,16
598000,LRPL Taylor,19,19
598000,MK Pandey,15,29
598000,MN Samuels,5,9
598000,MR Marsh,7,3
598000,NLTC Perera,30,18
598000,PA Patel,19,18
598000,PA Reddy,27,30
598000,R Sharma,0,1
598000,RV Uthappa,24,22
598000,Yuvraj Singh,2,5
598001,AD Russell,7,6
598001,AL Menaria,1,2
598001,AM Rahane,28,24
598001,BJ Hodge,5,7
598001,DA Warner,77,56
598001,DPMD Jayawardene,19,16
598001,IK Pathan,1,1
598001,J Botha,2,3
598001,KK Cooper,2,2
598001,MC Juneja,20,18
598001,MDKJ Perera,14,12
598001,NV Ojha,0,1
598001,R Dravid,65,51
598001,R Shukla,1,2
598001,STR Binny,40,20
598001,UBT Chand,23,19
598002,AS Rajpoot,2,6
598002,AT Rayudu,7,10
598002,B Laughlin,0,1
598002,DJ Bravo,10,17
598002,DR Smith,3,5
598002,Harbhajan Singh,21,21
598002,KA Pollard,57,38
598002,KD Karthik,37,25
598002,M Vijay,5,8
598002,MEK Hussey,20,23
598002,MS Dhoni,51,26
598002,R Ashwin,2,5
598002,RA Jadeja,16,11
598002,RG Sharma,8,10
598002,RT Ponting,6,10
598002,S Badrinath,16,16
598002,SK Raina,10,7
598002,SR Tendulkar,0,1
598003,AC Gilchrist,15,10
598003,AD Mathews,4,4
598003,AM Nayar,25,26
598003,B Kumar,8,12
598003,DJ Hussey,8,11
598003,LRPL Taylor,15,19
598003,M Vohra,43,28
598003,MK Pandey,0,4
598003,MN Samuels,3,9
598003,MR Marsh,15,8
598003,Mandeep Singh,31,26
598003,R Sharma,1,1
598003,RV Uthappa,19,23
598003,TL Suman,6,14
598004,A Ashish Reddy,14,12
598004,CH Gayle,11,6
598004,CL White,22,14
598004,DW Steyn,3,3
598004,GH Vihari,44,46
598004,JD Unadkat,1,1
598004,KB Arun Karthik,0,1
598004,KC Sangakkara,16,17
598004,KK Nair,9,9
598004,M Kartik,2,2
598004,MA Agarwal,7,8
598004,MC Henriques,44,40
598004,NLTC Perera,9,10
598004,PA Patel,2,4
598004,PA Reddy,23,21
598004,R Vinay Kumar,7,4
598004,TM Dilshan,5,9
598004,V Kohli,51,46
598005,AM Rahane,36,34
598005,B Lee,5,6
598005,BJ Hodge,46,31
598005,DH Yagnik,16,11
598005,EJG Morgan,51,38
598005,G Gambhir,22,22
598005,JH Kallis,0,1
598005,KK Cooper,0,2
598005,LR Shukla,2,9
598005,MK Tiwary,14,13
598005,MS Bisla,1,4
598005,Mohammed Shami,5,10
598005,R Bhatia,12,7
598005,R Dravid,17,20
598005,S Sreesanth,1,2
598005,SP Narine,2,2
598005,SR Watson,5,10
598005,STR Binny,14,11
598005,YK Pathan,0,2
598006,A Nehra,1,5
598006,AT Rayudu,24,8
598006,BMAJ Mendis,0,1
598006,DA Warner,61,37
598006,DPMD Jayawardene,3,6
598006,Harbhajan Singh,1,1
598006,IK Pathan,10,12
598006,KA Pollard,13,7
598006,KD Karthik,86,48
598006,KM Jadhav,1,2
598006,M Morkel,23,9
598006,MC Juneja,49,40
598006,RG Sharma,74,50
598006,RT Ponting,0,6
598006,S Nadeem,2,3
598006,SR Tendulkar,1,1
598006,UBT Chand,0,1
598006,UT Yadav,5,4
598007,AC Gilchrist,9,6
598007,Azhar Mahmood,8,7
598007,DJ Hussey,41,36
598007,Gurkeerat Singh,31,26
598007,M Vijay,50,50
598007,M Vohra,16,11
598007,MEK Hussey,86,54
598007,Mandeep Singh,9,10
598007,P Awana,1,5
598007,P Kumar,3,5
598007,PP Chawla,4,5
598007,R Sathish,8,6
598007,RJ Harris,0,2
598008,AB de Villiers,22,22
598008,CH Gayle,85,50
598008,EJG Morgan,2,5
598008,G Gambhir,59,46
598008,JH Kallis,16,19
598008,MA Agarwal,6,8
598008,MK Tiwary,23,16
598008,MS Bisla,1,5
598008,PJ Sangwan,4,2
598008,R Bhatia,13,7
598008,R McLaren,2,3
598008,SP Narine,1,1
598008,V Kohli,35,27
598008,YK Pathan,27,17
598009,AD Mathews,1,1
598009,AJ Finch,64,53
598009,AM Rahane,30,27
598009,BJ Hodge,22,19
598009,DH Yagnik,12,8
598009,JP Faulkner,19,14
598009,LRPL Taylor,17,20
598009,MDKJ Perera,0,1
598009,R Dravid,54,48
598009,RV Uthappa,32,16
598009,STR Binny,1,4
598009,Yuvraj Singh,28,23
598010,A Ashish Reddy,16,9
598010,A Mishra,16,14
598010,CL White,4,8
598010,DA Warner,0,4
598010,DPMD Jayawardene,12,14
598010,DW Steyn,9,5
598010,GH Vihari,17,23
598010,IK Pathan,23,30
598010,J Botha,9,14
598010,KC Sangakkara,28,28
598010,KM Jadhav,30,20
598010,M Morkel,0,1
598010,MC Juneja,15,22
598010,NLTC Perera,2,3
598010,PA Patel,19,19
598010,PA Reddy,1,8
598010,S Nadeem,0,1
598010,UT Yadav,6,5
598010,V Sehwag,12,10
598011,AD Mathews,19,18
598011,AJ Finch,0,1
598011,AM Nayar,6,7
598011,B Kumar,6,11
598011,KA Pollard,19,14
598011,KD Karthik,41,29
598011,LRPL Taylor,4,5
598011,MR Marsh,38,26
598011,R Sharma,10,12
598011,RG Sharma,62,32
598011,RT Ponting,14,17
598011,RV Uthappa,7,9
598011,SR Tendulkar,44,29
598011,TL Suman,23,15
598011,Yuvraj Singh,24,16
598012,AB de Villiers,64,32
598012,CH Gayle,4,10
598012,CH Morris,7,4
598012,DJ Bravo,8,3
598012,DT Christian,2,2
598012,KB Arun Karthik,5,5
598012,M Vijay,2,5
598012,MA Agarwal,24,21
598012,MEK Hussey,6,16
598012,MS Dhoni,33,23
598012,R Rampaul,0,4
598012,RA Jadeja,38,20
598012,S Badrinath,34,29
598012,SK Raina,30,22
598012,V Kohli,58,47
598013,A Ashish Reddy,4,5
598013,A Mishra,1,1
598013,CL White,34,31
598013,DB Ravi Teja,10,13
598013,EJG Morgan,47,21
598013,G Gambhir,53,45
598013,GH Vihari,1,2
598013,JH Kallis,41,27
598013,KC Sangakkara,2,3
598013,KV Sharma,5,9
598013,MS Bisla,28,24
598013,NLTC Perera,36,25
598013,PA Patel,27,31
598013,YK Pathan,3,3
598014,AC Gilchrist,0,2
598014,AM Rahane,34,42
598014,Azhar Mahmood,23,20
598014,BJ Hodge,15,16
598014,DJ Hussey,41,31
598014,Gurkeerat Singh,10,15
598014,M Vohra,3,6
598014,Mandeep Singh,2,8
598014,P Awana,0,1
598014,P Kumar,15,7
598014,PP Chawla,7,9
598014,R Dravid,9,12
598014,R Sathish,11,12
598014,RJ Harris,2,3
598014,SR Watson,32,19
598014,STR Binny,0,4
598014,SV Samson,27,23
598015,AJ Finch,67,45
598015,AM Nayar,0,1
598015,CH Morris,5,5
598015,DJ Bravo,1,4
598015,JA Morkel,13,11
598015,LRPL Taylor,8,13
598015,M Vijay,24,22
598015,MK Pandey,9,8
598015,MR Marsh,2,4
598015,MS Dhoni,10,13
598015,R Ashwin,11,5
598015,RA Jadeja,27,22
598015,RV Uthappa,26,33
598015,S Anirudha,0,2
598015,S Badrinath,34,26
598015,SK Raina,8,10
598015,SPD Smith,39,16
598016,AC Gilchrist,7,12
598016,Azhar Mahmood,0,1
598016,DA Miller,20,17
598016,DB Das,1,3
598016,DJ Hussey,12,15
598016,EJG Morgan,47,38
598016,G Gambhir,60,39
598016,Gurkeerat Singh,0,1
598016,JH Kallis,1,6
598016,M Vohra,17,16
598016,MK Tiwary,1,7
598016,MS Bisla,0,1
598016,MS Gony,42,18
598016,Mandeep Singh,41,30
598016,P Kumar,1,2
598016,PP Chawla,11,8
598016,R Bhatia,16,6
598016,SMSM Senanayake,1,2
598016,SP Narine,1,2
598016,YK Pathan,13,16
598017,AB McDonald,0,2
598017,AB de Villiers,52,36
598017,BJ Rohrer,14,15
598017,CH Gayle,15,11
598017,DA Warner,15,14
598017,DPMD Jayawardene,28,31
598017,IK Pathan,30,12
598017,J Syed Mohammad,1,2
598017,KB Arun Karthik,5,5
598017,KL Rahul,12,12
598017,KM Jadhav,29,16
598017,MC Juneja,17,16
598017,R Rampaul,12,7
598017,R Vinay Kumar,1,1
598017,V Kohli,65,50
598017,V Sehwag,25,23
598018,A Ashish Reddy,19,15
598018,A Mishra,30,24
598018,AB Dinda,0,1
598018,AD Mathews,20,24
598018,AJ Finch,16,13
598018,AM Nayar,0,2
598018,B Kumar,0,1
598018,BB Samantray,37,37
598018,CL White,0,1
598018,DW Steyn,4,1
598018,GH Vihari,1,8
598018,KV Sharma,7,13
598018,MK Pandey,7,6
598018,MR Marsh,14,13
598018,NLTC Perera,2,4
598018,PA Patel,12,9
598018,Q de Kock,2,8
598018,R Sharma,0,1
598018,RV Uthappa,22,14
598018,SPD Smith,17,25
598018,TL Suman,12,14
598019,AM Rahane,68,54
598019,AT Rayudu,27,29
598019,BJ Hodge,27,15
598019,DH Yagnik,34,24
598019,Harbhajan Singh,1,1
598019,KA Pollard,1,7
598019,KD Karthik,30,32
598019,MG Johnson,11,9
598019,PP Ojha,1,1
598019,R Dhawan,0,1
598019,RG Sharma,2,7
598019,RT Ponting,4,9
598019,SL Malinga,7,11
598019,SR Tendulkar,1,3
598019,SR Watson,31,25
598019,STR Binny,4,4
598020,AB Agarkar,3,7
598020,BMAJ Mendis,12,17
598020,DA Warner,1,4
598020,DJ Bravo,3,2
598020,DPMD Jayawardene,6,11
598020,IK Pathan,2,6
598020,KM Jadhav,31,28
598020,M Morkel,2,4
598020,M Vijay,18,13
598020,MC Juneja,2,3
598020,MEK Hussey,65,50
598020,MS Dhoni,44,23
598020,S Nadeem,2,7
598020,SK Raina,30,32
598020,UT Yadav,1,5
598020,V Sehwag,17,13
598021,A Ashish Reddy,7,7
598021,AC Gilchrist,26,25
598021,AD Mascarenhas,5,5
598021,Azhar Mahmood,4,4
598021,BB Samantray,10,12
598021,CL White,16,23
598021,DJ Hussey,22,24
598021,GH Vihari,46,39
598021,Gurkeerat Singh,17,12
598021,M Vohra,0,1
598021,Mandeep Singh,10,11
598021,NLTC Perera,23,11
598021,P Kumar,3,6
598021,PA Reddy,19,17
598021,PC Valthaty,6,17
598021,PP Chawla,23,15
598021,Q de Kock,0,4
598022,DB Das,19,15
598022,DJ Bravo,7,4
598022,EJG Morgan,2,7
598022,G Gambhir,25,19
598022,L Balaji,9,7
598022,LR Shukla,1,3
598022,M Vijay,2,5
598022,MEK Hussey,40,51
598022,MK Tiwary,13,18
598022,MS Dhoni,9,7
598022,R Ashwin,11,13
598022,R Bhatia,1,10
598022,RA Jadeja,36,14
598022,S Badrinath,6,13
598022,SK Raina,7,8
598022,SMSM Senanayake,7,13
598022,SP Narine,13,6
598022,YK Pathan,25,22
598023,A Chandila,4,6
598023,AB de Villiers,7,8
598023,AM Rahane,14,13
598023,BJ Hodge,13,17
598023,CH Gayle,49,44
598023,DH Yagnik,5,4
598023,JP Faulkner,3,7
598023,R Dravid,35,31
598023,S Sreesanth,0,2
598023,SK Trivedi,3,6
598023,SR Watson,6,9
598023,SS Tiwary,25,29
598023,STR Binny,33,20
598023,SW Tait,1,3
598023,TM Dilshan,25,22
598023,V Kohli,1,4
598024,AT Rayudu,2,2
598024,DA Warner,7,5
598024,DPMD Jayawardene,59,43
598024,DR Smith,8,12
598024,KA Pollard,19,10
598024,KD Karthik,2,6
598024,RG Sharma,73,43
598024,SR Tendulkar,54,47
598024,V Sehwag,95,57
598025,AC Gilchrist,4,3
598025,AJ Finch,64,42
598025,AM Nayar,2,2
598025,Azhar Mahmood,0,4
598025,DA Miller,80,41
598025,LJ Wright,34,10
598025,M Vohra,22,13
598025,Mandeep Singh,77,58
598025,RV Uthappa,37,33
598025,SPD Smith,6,9
598025,Yuvraj Singh,34,24
598026,AM Rahane,16,15
598026,BJ Hodge,9,6
598026,CH Morris,1,1
598026,DH Yagnik,7,8
598026,DJ Bravo,15,9
598026,M Vijay,3,5
598026,MEK Hussey,88,51
598026,MS Dhoni,21,16
598026,R Dravid,6,9
598026,RA Jadeja,0,2
598026,SK Raina,51,35
598026,SR Watson,101,61
598026,STR Binny,36,22
598027,AB Dinda,1,1
598027,AB de Villiers,31,8
598027,AG Murtaza,5,4
598027,AJ Finch,18,15
598027,B Kumar,6,12
598027,CH Gayle,175,66
598027,IC Pandey,0,2
598027,LJ Wright,7,3
598027,M Manhas,11,13
598027,MR Marsh,24,23
598027,R Rampaul,0,1
598027,RV Uthappa,0,2
598027,SPD Smith,41,31
598027,SS Tiwary,2,2
598027,TM Dilshan,33,36
598027,V Kohli,11,9
598027,Yuvraj Singh,16,14
598028,AC Gilchrist,42,26
598028,Azhar Mahmood,9,13
598028,BJ Rohrer,49,29
598028,CM Gautam,12,8
598028,DA Miller,44,24
598028,DA Warner,0,1
598028,DPMD Jayawardene,39,42
598028,IK Pathan,1,7
598028,M Morkel,13,4
598028,R Sathish,22,13
598028,SE Marsh,45,44
598028,UBT Chand,7,8
598028,V Sehwag,30,22
598029,AT Rayudu,13,8
598029,DB Das,6,7
598029,DR Smith,62,45
598029,EJG Morgan,31,25
598029,G Gambhir,26,20
598029,Harbhajan Singh,7,2
598029,JH Kallis,37,38
598029,KA Pollard,33,24
598029,KD Karthik,7,6
598029,MK Tiwary,33,24
598029,R Bhatia,1,1
598029,RG Sharma,34,28
598029,SR Tendulkar,2,6
598029,YK Pathan,19,6
598030,A Ashish Reddy,36,16
598030,A Mishra,15,21
598030,CH Morris,0,1
598030,CL White,2,3
598030,DJ Bravo,7,16
598030,DJG Sammy,19,12
598030,GH Vihari,2,3
598030,M Vijay,18,22
598030,MEK Hussey,45,26
598030,MS Dhoni,67,37
598030,Q de Kock,4,3
598030,RA Jadeja,1,4
598030,S Dhawan,63,45
598030,SK Raina,16,13
598030,X Thalaivan Sargunam,10,17
598031,AC Gilchrist,27,27
598031,Azhar Mahmood,2,7
598031,DA Miller,10,8
598031,DJ Hussey,21,20
598031,EJG Morgan,42,26
598031,G Gambhir,8,6
598031,Gurkeerat Singh,28,15
598031,JH Kallis,37,33
598031,M Vohra,31,21
598031,MS Bisla,51,44
598031,Mandeep Singh,25,20
598031,PP Chawla,0,2
598031,SMSM Senanayake,0,1
598031,YK Pathan,0,1
598032,A Ashish Reddy,14,11
598032,A Mishra,21,28
598032,AM Rahane,1,9
598032,DJG Sammy,60,41
598032,DW Steyn,18,8
598032,GH Vihari,4,9
598032,KC Sangakkara,4,4
598032,KV Sharma,6,8
598032,NLTC Perera,4,4
598032,PA Reddy,2,5
598032,R Dravid,36,35
598032,S Dhawan,0,2
598032,SR Watson,98,53
598032,STR Binny,9,10
598033,AB de Villiers,2,3
598033,CH Gayle,18,20
598033,DR Smith,50,36
598033,Harbhajan Singh,16,8
598033,J Syed Mohammad,9,11
598033,KA Pollard,34,16
598033,KB Arun Karthik,12,8
598033,KD Karthik,43,33
598033,MG Johnson,9,5
598033,R Rampaul,23,18
598033,R Vinay Kumar,26,20
598033,RG Sharma,10,8
598033,SL Malinga,0,1
598033,SR Tendulkar,23,13
598033,SS Tiwary,21,19
598033,TM Dilshan,13,18
598033,V Kohli,1,4
598034,BB McCullum,6,7
598034,EJG Morgan,32,22
598034,G Gambhir,14,8
598034,JH Kallis,19,20
598034,MEK Hussey,95,59
598034,MS Bisla,92,61
598034,MS Dhoni,18,12
598034,RA Jadeja,1,1
598034,SK Raina,44,25
598034,WP Saha,39,23
598034,YK Pathan,3,3
598035,AJ Finch,37,33
598035,BJ Rohrer,13,13
598035,DA Warner,51,25
598035,DPMD Jayawardene,12,17
598035,IK Pathan,4,1
598035,KM Jadhav,25,19
598035,LJ Wright,19,18
598035,M Manhas,2,4
598035,RV Uthappa,37,33
598035,SPD Smith,17,8
598035,UBT Chand,17,19
598035,V Sehwag,28,26
598035,Yuvraj Singh,31,24
598036,A Mukund,19,21
598036,AB de Villiers,21,13
598036,AM Rahane,2,7
598036,BJ Hodge,32,18
598036,CH Gayle,34,16
598036,JP Faulkner,1,1
598036,MC Henriques,22,19
598036,OA Shah,1,1
598036,R Dravid,22,17
598036,R Rampaul,3,4
598036,R Vinay Kumar,22,6
598036,SR Watson,41,31
598036,SS Tiwary,8,8
598036,STR Binny,6,3
598036,SV Samson,63,41
598036,V Kohli,32,35
598037,Azhar Mahmood,9,13
598037,DA Miller,56,34
598037,DJ Hussey,34,18
598037,DR Smith,33,32
598037,Gurkeerat Singh,2,4
598037,KA Pollard,20,21
598037,KD Karthik,25,19
598037,M Vohra,1,2
598037,MS Gony,0,3
598037,Mandeep Singh,9,8
598037,P Awana,0,2
598037,P Kumar,24,15
598037,PP Chawla,12,10
